2021/6/28/22627746/state-local-officials-push-congress-to-include-20-billion-for-elections-in-infrastructure-funding;Votebeat;Entry:39ff9588-ebb6-4103-85d3-0c89d24da5b4;JUOW63OA6ZETHABWHHUZ42VZ5Q
2023/5/23/23735186/legislature-eliminate-harris-county-election-administrator-oversight;Votebeat Texas;Entry:8094b908-c561-4087-bfc6-4c7723ee96ce;
2020/5/23/23137032/jessica-huseman-elections-journalist-voting-editorial-director;Votebeat;Entry:44aa84dc-dc8a-4d18-9261-84ecea8f6b42;
2023/6/16/23763964/luzerne-county-2022-ballot-paper-shortage-da-investigation;Votebeat Pennsylvania;Entry:a141df28-fa48-49b7-8017-adcdc61f39d6;
2022/6/27/23182301/texas-election-journalism-voting-underrepresented-communities;Votebeat Texas;Entry:8fec25f5-a86a-4668-9d0b-1445ddc907a7;
2022/3/2/22959221/alex-halderman-dominion-report-georgia-bmd-lawsuit;Votebeat;Entry:2382b4d1-06d1-4b44-b991-71ee36523a27;
2020/11/11/22749445/proud-of-my-city-turnout-down-but-milwaukees-black-voters-leapt-hurdles-to-vote;Votebeat;Entry:a34062b4-385a-40cb-bcdf-941e0ce413e6;
2022/10/11/23399044/cochise-county-hand-count-ballots-november-election;Votebeat Arizona;Entry:031d5662-56fa-4ab5-877e-1808ff378076;
2023/7/27/23810449/maricopa-county-oki-ballot-printers-fail-election-day;Votebeat Arizona;Entry:af7f0a6e-a261-495d-9fa8-9c126e718aeb;
2023/3/7/23629692/cochise-county-david-stevens-attorney-general-lawsuit-election-supervisors;Votebeat Arizona;Entry:d07e0768-1fe7-4ceb-b112-5e2e6bea3b8e;
2021/12/13/22832346/pennsylvania-redistricting-congressional-map-score-gop-advantage;Votebeat Pennsylvania;Entry:828c8fbb-2f30-41f1-903a-b3b4ad10d1c1;
2022/1/27/22903634/pennsylvania-redistricting-gov-wolf-vetoes-congressional-map;Votebeat Pennsylvania;Entry:b71b6832-2ff0-4a08-9f7c-83338b7fdcd9;
2022/12/9/23502115/recount-costs-prop-3-prop-2-eif-challengers;Votebeat Michigan;Entry:67b79a55-4613-4d1a-aa46-78e999ced4d4;2ELMUOUXVFEGRLXSFNZ6G24PXU
2023/4/25/23698209/cochise-county-bob-bartelsmeyer-elections-director-misinformation;Votebeat Arizona;Entry:99c71f49-87ad-470b-a384-4ab8ff7c18e1;
2022/11/9/23450201/flint-absentee-ballot-poll-challengers-vote-count;Votebeat Michigan;Entry:02a36b4c-391d-48c9-86bd-97735ce82429;NKAS24HAIFES7EG2J6AY737IDA
2020/12/17/23064561/michigans-former-elections-director-on-the-race-factor-in-detroit;Votebeat;Entry:6d951b25-b097-4897-bff6-8584096a76f7;
2022/7/18/23219981/election-officials-lobby-lawmakers-consequences;Votebeat;Entry:b3a8e653-4e91-48c8-b8a4-b5cab222897d;
2022/12/6/23496179/arizona-election-certification-hobbs-lake-cochise;Votebeat Arizona;Entry:fed04cf3-eef3-4ec1-927e-6b0beacb5d0d;
2022/10/31/23428457/elections-disrupt-poll-watchers-drop-boxes-count-canvass;Votebeat;Entry:08653fa4-6838-4f39-ba3a-4dea386327f7;
2022/11/4/23441209/election-certification-vote-count-process;Votebeat Pennsylvania;Entry:c1c8771e-930a-4caa-b1d3-50cfab6ab23f;
2021/10/12/22722392/christy-mccormick-eac-arizona-audit-warren-petersen-text-message;Votebeat Arizona;Entry:9f5726cd-ff34-4377-ac45-430ed66f9e9b;
2022/10/1/23380854/hurricane-ian-elections-storm-voting-disaster;Votebeat;Entry:1bbbb5ce-0c8d-4580-8b95-06e0a395f36b;
2020/11/11/22715592/gop-clerks-typo-in-michigan-fuels-false-vote-dumping-claims;Votebeat;Entry:ff20dd14-8358-4ad5-88a5-9dd268c899d0;
2020/10/27/22711345/how-wisconsin-voters-can-cure-the-hundreds-of-ballots-already-rejected;Votebeat;Entry:d23d3b44-1846-4f0f-a096-bd5c70da0521;
2021/10/23/22742036/congress-election-funding-10-billion-defense-budget;Votebeat;Entry:11af141f-e15b-4d19-a4bf-88f2ddec20c9;
2023/4/17/23682372/sharpiegate-maricopa-county-election-conspiracies;Votebeat;Entry:c1e59c09-91d0-49e1-b94e-d316a1e62364;
2022/6/28/23182366/pennsylvania-voter-registration-roll-maintanance-eric;Votebeat Pennsylvania;Entry:d498241a-19b5-4f5f-9c79-bbb25bbe3783;
2022/11/22/23474242/cochise-mohave-county-election-certification-midterms;Votebeat Arizona;Entry:c0d7e8e1-6b40-457b-9d9e-8a8fce227645;
2021/11/19/22792170/cleta-mitchell-eac-advisory-board-j-christian-adams-commission-civil-rights;Votebeat;Entry:d16e5442-017d-48a1-a4c9-a2d4fa685840;
2023/6/14/23760952/tarrant-county-election-chief-finalists-karen-wiseman;Votebeat Texas;Entry:c0b21cd7-b9d2-4264-adeb-bdb2e24a4d2a;
2022/9/23/23368790/logic-accuracy-test-disrupted-hays-county-john-scott;Votebeat Texas;Entry:6d717643-f415-41f4-b816-7fb6f0076ab6;
2022/6/20/23172941/michigan-election-reporter-voting-rights-journalism;Votebeat Michigan;Entry:f4fc4c3c-e431-4a71-ad6d-efa8fc952225;UBF63RWTEVF7JNLJIV77RKFM7E
2021/7/3/22640397/brnovich-dnc-supreme-court-decision-arizona-voting-laws-ballot-barriers;Votebeat;Entry:fb72bcf9-5500-43db-a929-f61e083ee2eb;
2022/8/24/23320771/ken-paxton-ballots-public-records-election-security;Votebeat Texas;Entry:e5788c18-f801-44ce-9ec1-6cde18240654;
2021/9/27/22696444/trump-campaign-dominion-memo-eric-coomer;Votebeat;Entry:e5b02cf1-c44e-4ec9-aeac-828e0c89ecb0;
2023/2/27/23614236/election-administrator-takeover-bill-harris-county;Votebeat Texas;Entry:251cc4ea-8fcc-4216-aa38-d84040db2c0d;
2022/5/17/23100822/arizona-election-recounts-automatic-bill-proposal-legislature;Votebeat Arizona;Entry:f315887c-6903-414e-8ac2-cb9d0631a8e0;
2021/11/18/22789289/john-scott-texas-secretary-of-state-election-audits-trump-lawsuit;Votebeat Texas;Entry:4a5c2848-0c34-4fcb-8520-bcd86b20b61c;
2022/3/21/22989365/eric-electronic-registration-information-center-republicans-democrats;Votebeat;Entry:e158d00b-7aa4-4090-8a84-470357322fe2;
2020/11/2/22749461/masks-poll-watchers-pandemic-wisconsin-prepares-for-election-day;Votebeat;Entry:6aca7c97-7170-40eb-a755-8fe75e2a25f4;
2021/9/22/22686923/pennsylvania-prison-gerrymandering-incarcerated-districts-policy-rollback;Votebeat Pennsylvania;Entry:e5bc0c14-a046-4326-8b0e-c0ddddcd0503;
2023/2/27/23617802/illegal-voting-felony-penalty-senate-committee-vote;Votebeat Texas;Entry:4c600f4d-3223-4b06-8a44-3802223023e0;
2023/5/26/23739236/county-commissioner-races-voter-fraud-allegations-election-security;Votebeat Pennsylvania;Entry:cf3b525d-59f2-400e-a591-9b7587fcfdb3;
2022/3/18/22984836/pennsylvania-legislative-maps-constitutional-supreme-court-challenges;Votebeat Pennsylvania;Entry:08850151-c5a9-4df7-a415-01a3f43197d8;
2023/6/26/23771295/redistricting-milligan-alabama-native-american-voting-rights-supreme-court;Votebeat;Entry:210609b3-5136-43da-8540-428cc100b502;
2023/2/28/23619597/cochise-county-recorder-david-stevens-election-security;Votebeat Arizona;Entry:d58ad4a7-fc0b-4e9c-aca5-509ca155393b;
2022/11/22/23474313/harris-county-provisional-ballots-state-supreme-court-order;Votebeat Texas;Entry:11307b33-4ea2-4250-81af-d23e21ae38c2;
2023/5/26/23738879/voting-machine-election-data-storage-worm-bill;Votebeat Texas;Entry:d440645c-ccb4-4028-8a5b-827dc2599785;
2023/5/9/23717029/philadelphia-mayor-eleccion-primaria-como-votar;Votebeat Pennsylvania;Entry:5baed4c9-9851-4e87-b20e-f49034871dde;
2022/8/1/23287880/attorney-general-brnovich-dead-voter-investigation-cyber-ninjas;Votebeat Arizona;Entry:b130dbf0-5fc8-411a-bcbc-300ac12b9d09;
2023/5/9/23717424/pinal-county-arizona-election-security-accurate-results;Votebeat Arizona;Entry:003a4213-1a70-46c4-93cc-13bcf1821492;
2022/11/18/23467108/harris-county-texas-election-problems-investigation;Votebeat Texas;Entry:f5e42207-0eef-4592-9e5d-0e964d006841;
2023/4/10/23673986/texas-election-laws-harris-county-legislature;Votebeat;Entry:2cbdf126-ce5b-47d0-bab2-92426d784d85;
2022/11/28/23483348/maricopa-county-election-certification-cochise-vote;Votebeat Arizona;Entry:c3fc1691-e4de-4f36-9fcd-01598561cdd2;
2023/6/5/23747465/maricopa-county-voting-problems-ballot-printers-testing-certification;Votebeat Arizona;Entry:2a13aa33-9d6d-45d0-9385-31d54a12b39c;
2022/1/24/22899155/texas-absentee-ballot-application-rejections;Votebeat Texas;Entry:f21c710e-ddf9-4041-a04c-94d4397501fd;
2022/12/13/23507192/pennsylvania-election-law-reform-voter-id-requirements;Votebeat Pennsylvania;Entry:5bbe68b6-67be-4509-8779-d7c59a49a50f;
2022/6/9/23160377/arizona-mail-early-voting-republicans-support-ban;Votebeat Arizona;Entry:3c6e50a0-ff78-4c92-b7f5-97207814c7b7;
2021/12/23/22852208/pennsylvania-redistricting-state-house-map-score-analysis;Votebeat Pennsylvania;Entry:1313fe4d-5c44-474c-b657-bd4edc590189;
2022/12/29/23531064/pennsylvania-recount-petitions-certification-delay-history;Votebeat Pennsylvania;Entry:d1ba0fd5-4faa-407c-bac2-be6b969172f1;
2021/1/7/22739176/wisconsin-caucuses-pose-thorny-safety-issues-during-pandemic;Votebeat;Entry:7bf77afb-5cc3-4eeb-a8f1-0eddde1c788d;
2023/5/5/23711871/pinal-county-election-results-inaccurate-missing-ballots;Votebeat Arizona;Entry:32de8f96-f902-426e-a377-99968cddd3fa;
2021/7/26/22627685/texas-election-bill-voter-id-number-matching-problem;Votebeat Texas;Entry:a5511fe6-0f6d-402f-8755-78b1458f93af;
2022/10/7/23393718/true-the-vote-konnech-lawsuit-data-china;Votebeat Texas;Entry:37cac066-d505-41da-b96f-ad4d017d2c1f;
2022/10/17/23404589/redistricting-nury-martinez-supreme-court-voting-rights-act;Votebeat;Entry:53f501fc-ee29-4ff2-9827-8e473995dc66;
2022/9/15/23355230/democracy-day-voter-roll-maintenance-public-records-cast-vote-record;Votebeat;Entry:75dcc1b2-a138-422b-b1e3-5c4b866a329b;
2023/1/4/23539832/pinal-county-election-virginia-ross-bonus;Votebeat Arizona;Entry:6080d699-8907-496d-add4-c901777acf9c;
2021/9/7/22661105/madison-cawthorn-bloodshed-rigged-elections-remark;Votebeat;Entry:c801955a-ab44-478a-8db2-64153f801be1;
2023/4/25/23697362/pennsylvania-precanvassing-bill-mail-ballot-counting-election-results;Votebeat Pennsylvania;Entry:8ec13af0-43f8-457a-b9da-6fb798f20749;
2022/5/16/23071375/elections-trustworthy-voter-mistrust-fraud-allegations;Votebeat;Entry:afd7ef21-b7f5-492e-82b0-9fbf37e12c74;
2021/12/21/22848182/heritage-foundation-election-integrity-scorecard-state-ranking;Votebeat;Entry:fe75f930-a5eb-4674-b74a-10fb51c96d0b;
2022/3/14/22971808/votebeat-reader-survey-audience-engagement-journalism;Votebeat;Entry:2e72f56c-7c0a-47b8-b3a1-b0efb957ce55;
2021/8/16/22627700/arizona-republican-audit-cyber-ninjas-maricopa-county-attack-on-election;Votebeat Arizona;Entry:b453111e-d1d1-4edf-8d5a-863eae29b27f;
2022/3/14/22977525/pennsylvania-redistricting-supreme-court-opinions-congressional-map;Votebeat Pennsylvania;Entry:afdad471-2c24-4de7-9738-1182ce958ebc;
2021/7/17/22627647/texas-democrats-house-walkout-republican-election-bill;Votebeat Texas;Entry:c15aa671-c11f-4c24-a3a8-26313b6f6760;
2022/10/17/23409399/vote-by-mail-ballot-pennsylvania-election;Votebeat Pennsylvania;Entry:189381a0-11ac-4708-8964-7d65f680163e;
2023/1/11/23550312/arizona-election-reforms-lawmakers-2022-voting-problems;Votebeat Arizona;Entry:0598f5b5-97dc-4c4c-bb45-cd8e7c934a0b;
2021/4/11/22627939/theres-nothing-hypocritical-about-punishing-georgia-for-punishing-voters;Votebeat;Entry:c96785fa-573f-4fb4-819a-704e922e8235;
2021/5/28/22641479/mark-zuckerberg-helped-some-pa-counties-survive-the-2020-election-right-wing-lawmakers-say-that-was-unfair;Votebeat;Entry:e336aac4-962f-412e-9527-ba7d3a68d4cd;
2022/1/10/22877782/pennsylvania-redistricting-congressional-vote-scheduled;Votebeat Pennsylvania;Entry:2f6ed6c4-dc91-45e6-a411-d8a8ac38acab;
2021/11/8/22770173/new-jersey-election-day-problems-delayed-results;Votebeat;Entry:a159e033-452a-466f-bd70-f6c6a114b106;
2021/7/10/22640384/texas-republicans-election-bill-special-session;Votebeat Texas;Entry:8275578a-0dfa-48d0-8dd3-cb0aa6985523;
2023/5/9/23716895/county-commissioner-database-election-security-voter-fraud-allegations;Votebeat Pennsylvania;Entry:83f445cb-016c-4224-95a5-26bc95751f2e;
2023/5/24/23736830/hb1243-illegal-voting-felony-intent-requirement;Votebeat Texas;Entry:226a43fe-af96-46f0-9eeb-4cd9e285ac73;
2021/10/29/22753257/facebook-spanish-language-election-information-2020;Votebeat;Entry:5a6e7d20-4c59-4297-9b3c-cb3f847fd255;
2022/12/8/23500457/maricopa-county-ballot-printer-tabulator-voting-problems-phoenix;Votebeat Arizona;Entry:b25ff4b3-9ab6-4fc6-bfa7-f80beade2111;
2023/1/16/23553687/stop-the-steal-recounts-petitions-certification-elections;Votebeat;Entry:e125357a-2470-4a43-8355-34914e0e058b;
2022/2/28/22954834/eric-voter-registration-program-member-states;Votebeat;Entry:9f88c348-b7db-4d0c-a5b8-0a000baa12de;
2022/12/2/23490560/boards-canvassers-election-certification-prop-2;Votebeat Michigan;Entry:db571fc9-b539-4db9-adda-68431fb3ab32;
2023/3/14/23638888/ken-bennett-diy-election-audit-bill-public-ballot-images;Votebeat Arizona;Entry:b1dbd7e7-b0cf-4248-b6b8-00234d63e660;
